E1,px1,py1,pz1,pt1,eta1,phi1,E2,px2,py2,pz2,pt2,eta2,phi2,M,Class
112.32700000000001,17.0503,-36.0071,105.025,39.84,1.69665,-1.12855,34.373000000000005,-19.0213,28.572,-1.8235299999999999,34.3245,-0.0531014,2.15815,103.978,0
61.3522,-26.6856,-18.6378,-52.0057,32.5498,-1.24778,-2.53193,58.2686,42.2324,22.1705,33.468,47.6981,0.654029,0.48341999999999996,117.095,0
61.1099,2.60595,-60.6911,6.6489,60.747,0.10923499999999996,-1.52788,63.5389,-2.6732299999999998,63.1283,-6.69763,63.1848,-0.105803,1.61312,124.625,0
203.46200000000002,44.2188,-7.15763,198.47,44.7943,2.1942,-0.160477,37.3233,-25.8207,23.5631,13.08,34.9562,0.365958,2.40188,112.324,0
67.7323,4.86115,66.6081,-11.2866,66.7852,-0.168204,1.49794,63.3784,-4.532769999999998,-62.2345,11.0963,62.3994,0.176903,-1.6435,131.037,0
54.7369,-10.8071,-49.7124,20.199,50.8735,0.38729,-1.78486,54.5201,10.7428,49.4839,-20.2083,50.6365,-0.389185,1.3570200000000001,109.257,0
56.1408,42.8553,-27.7104,-23.3952,51.0338,-0.443721,-0.573984,55.6402,-42.4535,27.4694,23.2154,50.5655,0.444349,2.5673,111.78,0
59.9277,-0.440362,-50.3801,-32.4495,50.382,-0.606246,-1.57954,61.43899999999999,0.449771,51.6649,33.2458,51.6668,0.605737,1.56209,121.35700000000001,0
72.6695,13.0801,-54.0567,46.7721,55.6167,0.7643439999999999,-1.3333899999999999,72.6732,-13.0771,54.0917,-46.7382,55.65,-0.7634920000000001,1.808,145.343,0
52.7868,2.64986,-52.1657,7.6261899999999985,52.2329,0.14549,-1.52004,52.2576,-2.62397,51.5879,-7.9153699999999985,51.6546,-0.152643,1.62162,105.042,0
70.8165,15.6622,-65.4119,-22.1574,67.2608,-0.323741,-1.33578,69.727,-15.4047,64.411,21.811999999999998,66.2275,0.323669,1.80555,140.539,0
72.7927,5.99929,-71.9618,-9.17956,72.2115,-0.126781,-1.4876200000000002,73.1226,-5.97374,72.1494,10.2802,72.3963,0.141526,1.6534,145.911,0
58.1445,27.2705,-51.2982,-2.36381,58.0963,-0.0406765,-1.08218,60.6464,-28.4296,53.5152,2.4207400000000003,60.598,0.039937,2.05912,118.765,0
42.7418,17.6069,-35.3168,-16.4185,39.4624,-0.40489899999999995,-1.10832,67.3352,-28.2936,55.8566,24.7696,62.6138,0.385941,2.03966,107.29,0
62.1173,8.89982,-61.0715,7.04391,61.7165,0.11388699999999999,-1.4260899999999999,56.8464,-8.13077,55.9012,-6.3592699999999995,56.4895,-0.11233800000000001,1.71523,118.84700000000001,0
60.0655,5.08637,-46.9411,-37.1284,47.2158,-0.7219770000000001,-1.46286,60.1259,-5.095269999999998,47.0285,37.1142,47.3037,0.720593,1.67872,120.191,0
60.9886,-9.35748,-55.5011,23.4876,56.2844,0.406051,-1.73783,62.8527,9.658430000000001,57.1828,-24.234,57.9928,-0.406584,1.40347,123.82700000000001,0
87.0318,35.0689,0.7903979999999999,79.6497,35.0779,1.55851,0.0225346,39.3535,-39.0949,-0.521404,-4.47275,39.0984,-0.114149,-3.12826,101.516,0
59.0985,40.3385,-39.3795,-17.7394,56.3732,-0.309703,-0.773369,59.0568,-40.2974,39.3475,17.7647,56.3215,0.31040700000000004,2.3681200000000002,118.155,0
74.369,-67.5087,-29.2083,10.9633,73.5564,0.1485,-2.73325,70.7298,64.1833,27.7496,-10.6377,69.9252,-0.151549,0.408078,145.053,0
49.8912,-20.8391,-42.7182,15.165999999999999,47.5301,0.313902,-2.02466,62.876999999999995,31.8393,36.6518,39.9551,48.5499,0.750505,0.855548,97.5731,0
73.7787,-11.8453,71.2314,-15.1347,72.2096,-0.208089,1.73558,73.1568,11.7652,-70.5796,15.2314,71.5535,0.211292,-1.40562,146.934,0
65.5555,-26.3734,-49.8153,33.4723,56.3659,0.563535,-2.0577,64.6455,25.9848,49.1076,-33.0493,55.5587,-0.564407,1.0841100000000001,130.19799999999998,0
65.0837,3.43894,-64.3163,9.3518,64.4082,0.14469,-1.51738,69.8076,-3.72894,69.2702,-7.7988399999999976,69.3705,-0.112187,1.62458,134.791,0
52.1892,-6.26331,-50.4221,11.9199,50.8096,0.23249899999999998,-1.69438,50.6338,6.21353,50.0314,-4.6929099999999995,50.4158,-0.0929502,1.4472399999999999,102.568,0
48.379,27.8222,-39.5395,-1.75052,48.3472,-0.0361994,-0.9576209999999999,49.4936,-28.4648,40.4506,1.76337,49.461999999999996,0.0356435,2.184,97.8662,0
60.5703,13.0471,57.7744,-12.6746,59.2293,-0.212391,1.34869,58.8948,-12.68,-55.8374,13.7834,57.2591,0.23845300000000005,-1.7941,119.444,0
52.5174,19.5477,-48.7365,0.838841,52.5106,0.015974000000000002,-1.18935,54.6266,-20.3116,50.7017,-0.9101090000000001,54.6189,-0.0166621,1.95183,107.12299999999999,0
49.7252,3.98575,-40.0619,29.1847,40.2597,0.672955,-1.47163,49.8316,-3.99666,40.156,-29.2353,40.3544,-0.6725909999999999,1.67,99.5568,0
49.0788,-27.9563,-35.525,-19.1086,45.206,-0.411029,-2.23753,49.5305,28.1752,35.8017,19.4333,45.5588,0.414576,0.9040450000000001,98.6082,0
53.3438,-6.415109999999999,-52.4307,-7.444610000000001,52.8217,-0.140476,-1.69255,53.8252,6.44654,52.8939,7.60354,53.2853,0.142215,1.4495200000000001,107.16799999999999,0
55.4285,-21.3217,45.7932,22.8183,50.5137,0.437622,2.00655,53.7079,20.6785,-44.3512,-22.1336,48.9349,-0.43815299999999996,-1.13452,109.12299999999999,0
68.376,34.2929,-52.6267,27.0128,62.8138,0.417786,-0.9932790000000001,68.0053,-34.0339,52.203,-27.226,62.3174,-0.4240680000000001,2.14854,136.38,0
58.0696,-37.9648,-43.7053,4.536969999999998,57.891999999999996,0.0782895,-2.28602,57.2595,37.4484,43.0921,-4.39614,57.0904,-0.0769273,0.8553559999999999,115.32600000000001,0
65.1472,17.2625,-53.6385,32.6965,56.3479,0.551826,-1.2594299999999998,66.2793,-17.5591,54.5773,-33.2555,57.3324,-0.5516399999999999,1.8820700000000001,131.422,0
48.5863,2.94214,-48.0199,6.78569,48.11,0.14058199999999998,-1.5096,49.0241,-2.97986,48.1284,-8.839160000000003,48.2206,-0.182295,1.63263,97.5888,0
58.2753,9.6879,-55.2738,-15.7147,56.1164,-0.2765,-1.39729,55.2408,-9.11186,52.4338,14.8055,53.2196,0.274727,1.7428599999999999,113.475,0
48.1957,-21.6763,42.5148,-6.740889999999999,47.7218,-0.14078800000000002,2.0423,49.644,22.3258,-43.7908,6.9598,49.1536,0.141124,-1.09932,97.8289,0
127.346,-11.8545,53.7195,114.851,55.012,1.4822,1.7879900000000002,37.5635,3.69734,-24.0225,-28.6401,24.3054,-1.00203,-1.41808,137.166,0
53.6841,-5.82653,-48.565,22.1238,48.9133,0.43815200000000004,-1.6902,55.5413,6.05582,50.2362,-22.9013,50.5999,-0.438416,1.4508299999999998,109.21,0
56.2199,39.8041,-39.6145,2.6423099999999997,56.1576,0.0470343,-0.783011,58.5085,-41.4502,41.2226,-2.4134599999999997,58.4587,-0.041273199999999996,2.35895,114.705,0
70.3,-55.0747,-43.6546,1.76783,70.2777,0.0251523,-2.47135,66.9397,52.428999999999995,41.5866,-1.6324,66.9197,-0.0243911,0.670579,137.19899999999998,0
48.3979,33.668,-23.8807,25.269000000000002,41.2774,0.579238,-0.616941,49.4875,-34.4281,24.4272,-25.8266,42.2135,-0.578924,2.52451,97.8793,0
50.4587,23.8117,-40.3225,-18.7928,46.8284,-0.391253,-1.0373700000000001,52.6052,-24.8149,42.0498,19.5787,48.8259,0.390955,2.10393,103.042,0
77.0039,19.7135,-4.1246800000000015,-74.3233,20.1404,-2.0167200000000003,-0.206256,246.97099999999998,-109.81,17.8759,-220.49200000000002,111.255,-1.43549,2.98022,98.6761,0
53.6847,-51.0164,-10.1394,13.2872,52.0143,0.252754,-2.9454,54.3427,51.6487,10.2635,-13.4235,52.6586,-0.252232,0.196163,108.025,0
57.4075,53.5061,-19.8155,-6.32903,57.0575,-0.110698,-0.35468099999999997,57.7811,-53.8513,19.958,6.352869999999999,57.4307,0.110394,2.78667,115.18799999999999,0
49.5938,-38.6392,-30.3753,-6.625489999999999,49.1492,-0.134399,-2.4753700000000003,51.5234,40.1462,31.5349,6.9623300000000015,51.0507,0.135961,0.665838,101.09899999999999,0
55.7761,-26.8264,-48.8951,0.759347,55.7708,0.013615100000000002,-2.0726,56.5194,27.1754,49.553999999999995,-0.5736180000000001,56.5164,-0.0101494,1.06918,112.29299999999999,0
69.7547,31.4926,61.7202,-8.0333,69.2905,-0.115678,1.0989799999999998,68.0058,-30.6424,-60.0606,8.86309,67.4257,0.131074,-2.04256,137.745,0
69.5383,-58.5456,-37.292,-4.15776,69.4138,-0.0598624,-2.57443,70.1795,59.0878,37.6345,4.17445,70.0551,0.0595529,0.567128,139.716,0
71.1884,49.2111,-41.1022,-30.9298,64.1181,-0.465405,-0.695852,69.4359,-48.0246,40.0878,30.131999999999998,62.5571,0.46475900000000003,2.44603,140.613,0
57.2783,37.161,33.4441,-27.9526,49.9944,-0.533451,0.732803,58.1008,-37.7187,-33.942,28.3009,50.7421,0.532251,-2.40885,115.376,0
63.1744,11.8987,53.5932,-31.2599,54.8982,-0.542423,1.35232,63.409,-12.0049,-53.96,31.0628,55.2793,0.535903,-1.78971,126.583,0
49.348,-18.8603,-40.371,-21.2058,44.5593,-0.459555,-2.0078400000000003,49.4778,18.9176,40.4613,21.2847,44.6654,0.460128,1.13345,98.8257,0
59.6057,-4.39119,55.2821,-21.8502,55.4563,-0.384467,1.6500599999999999,54.1444,4.0787900000000015,-50.3177,19.573,50.4827,0.378606,-1.48991,113.618,0
60.5919,-13.868,-53.5015,-24.8321,55.2697,-0.4354020000000001,-1.8244200000000002,59.2519,13.5054,52.1927,24.5827,53.9117,0.44149799999999995,1.31759,119.836,0
49.5186,9.673680000000001,-44.0638,20.4178,45.1132,0.43841099999999994,-1.35469,49.1428,-9.59487,43.7324,-20.2588,44.7726,-0.438313,1.78677,98.6607,0
52.681999999999995,3.3156800000000004,-51.3976,11.0758,51.5044,0.213423,-1.5063799999999998,52.1543,-3.2863800000000003,50.8831,-10.9622,50.9892,-0.21336799999999997,1.63529,104.835,0
58.9055,-10.9716,-54.6716,18.9865,55.7616,0.33423600000000003,-1.76885,59.2538,11.06,55.0057,-19.0539,56.1066,-0.333391,1.37237,118.15899999999999,0
108.883,8.878630000000003,44.8635,98.8123,45.7336,1.51324,1.37542,47.5423,-2.11044,-38.3027,-28.0839,38.3608,-0.678766,-1.62584,139.203,0
68.5251,48.8596,-40.2021,-26.31,63.2729,-0.404681,-0.688495,72.3201,-51.4952,42.3894,27.9567,66.6979,0.40776,2.45288,140.79399999999995,0
48.6357,2.48077,-48.05,7.10417,48.114,0.147122,-1.51921,48.8456,-2.50557,48.2557,-7.14125,48.3207,-0.147256,1.62267,97.4811,0
65.9147,14.7944,-59.5128,24.1678,61.3241,0.384552,-1.32714,63.4675,-14.2596,57.2796,-23.3199,59.0279,-0.38545100000000004,1.8147799999999998,129.359,0
139.895,33.0346,10.4294,135.53799999999998,34.6419,2.07328,0.305809,33.4546,-31.2725,-10.099,-6.26465,32.8627,-0.189495,-2.82923,115.478,0
54.8195,-2.09843,-54.2019,-7.9321199999999985,54.2425,-0.14571800000000001,-1.6094899999999999,53.1818,2.02124,52.5864,7.672910000000001,52.6253,0.145291,1.5323799999999999,107.98899999999999,0
75.2008,20.8757,71.14399999999998,12.5656,74.1435,0.168675,1.28538,74.4454,-20.6606,-70.245,-13.4494,73.2203,-0.182667,-1.85685,149.641,0
72.2993,14.7848,-30.9873,-63.6268,34.3337,-1.37598,-1.12562,70.6305,-14.4175,30.2868,62.157,33.5433,1.37591,2.0150900000000003,142.92,0
61.5549,47.7028,-28.1743,-26.8262,55.4017,-0.467046,-0.5334949999999999,59.7259,-46.2831,27.3373,26.0328,53.7537,0.467124,2.60807,121.26700000000001,0
56.3623,13.2645,-54.222,7.7928,55.8209,0.139154,-1.33087,57.1894,-13.4739,55.0253,-7.829169999999999,56.6509,-0.137764,1.8109400000000002,113.54899999999999,0
70.0296,-1.92293,-69.3751,9.35588,69.4018,0.134402,-1.59851,71.6504,1.95134,70.9386,-9.88316,70.9654,-0.138821,1.5433,141.67,0
54.1179,-2.97246,-53.39,8.331,53.4727,0.155176,-1.6264100000000001,54.9642,2.9962299999999997,54.2228,-8.48287,54.3056,-0.155578,1.51559,109.079,0
60.5,-33.065,49.1492,12.3003,59.2363,0.206184,2.1630000000000003,57.8231,31.5926,-46.9772,-11.7706,56.6123,-0.206447,-0.978759,118.29299999999999,0
64.6837,30.6518,56.0985,-9.86936,63.9263,-0.15378,1.07073,63.0129,-29.8606,-54.6418,9.65591,62.2686,0.154454,-2.0709299999999997,127.686,0
64.4931,41.126999999999995,-49.5795,3.12842,64.417,0.048546,-0.878315,64.2038,-40.9386,49.3629,-3.0748599999999997,64.1301,-0.047928899999999997,2.26317,128.697,0
51.7772,-13.5632,-49.9223,2.16229,51.732,0.0417858,-1.83608,53.0303,13.8959,51.1302,-2.1928,52.9849,-0.0413737,1.3054299999999999,104.8,0
53.7309,-2.5842099999999997,-50.1929,18.9999,50.2594,0.369566,-1.62224,53.3139,2.57848,49.8167,-18.8153,49.8834,-0.36877,1.51908,107.044,0
49.9322,-35.3577,-17.9093,-30.3695,39.6347,-0.7060850000000001,-2.67274,50.5823,35.8186,18.1444,30.7631,40.1521,0.706029,0.468884,100.512,0
51.1746,-1.8617599999999999,-32.5331,-39.4584,32.5863,-1.02293,-1.62796,51.3321,1.90327,32.7578,39.475,32.813,1.01791,1.51276,102.506,0
68.5075,4.88656,-67.8418,8.177539999999999,68.0176,0.119939,-1.49889,67.5984,-4.83646,66.934,-8.12284,67.1085,-0.12074700000000001,1.64293,136.10299999999998,0
52.0006,-24.3661,-45.0828,-8.82522,51.2461,-0.171372,-2.0663,51.3468,24.0284,44.5144,8.80819,50.5856,0.173257,1.0758299999999998,103.345,0
59.0226,-5.63479,-44.0241,-38.9073,44.3833,-0.791389,-1.6981,46.2527,22.706999999999997,39.8983,5.64076,45.9073,0.12256600000000001,1.05339,98.3247,0
51.9319,-22.8849,-43.9965,-15.4111,49.5924,-0.30595900000000004,-2.05044,54.4557,24.0506,46.2232,15.8239,52.1058,0.29920399999999997,1.09103,106.35700000000001,0
52.5486,-22.6279,47.3345,2.96138,52.465,0.0564149,2.01673,52.7023,22.7077,-47.4695,-2.92014,52.6212,-0.05546519999999999,-1.12461,105.251,0
49.9172,25.9724,-42.006,7.255539999999999,49.3869,0.14638900000000002,-1.0170299999999999,49.9431,-25.986,42.0252,-7.27394,49.4104,-0.146688,2.12459,99.8602,0
67.1931,-29.0912,-60.1355,-7.233519999999999,66.8025,-0.108072,-2.02137,69.7291,30.2362,62.3649,7.650139999999999,69.308,0.11015599999999999,1.1193600000000001,136.899,0
75.5983,1.90743,74.4924,-12.7412,74.5168,-0.17016199999999998,1.5452,73.0497,-1.8504900000000002,-71.9766,12.3365,72.0004,0.170512,-1.5965,148.626,0
52.3578,10.6105,-45.8957,22.8544,47.1063,0.467905,-1.3436,54.3595,-11.0056,47.6294,-23.7753,48.8843,-0.46897700000000003,1.79788,106.698,0
51.8234,-19.0781,-42.6541,22.4123,46.7263,0.462937,-1.99138,50.5887,18.6156,41.611999999999995,-21.9342,45.5861,-0.464297,1.15014,102.405,0
59.2003,-26.8284,51.6358,-10.8924,58.1895,-0.186113,2.04998,59.3568,26.8903,-51.7805,10.9046,58.3465,0.185823,-1.09182,118.557,0
54.1565,20.4076,-32.6979,38.0432,38.5438,0.87216,-1.01283,55.7639,-20.9868,33.6542,-39.1988,39.6617,-0.8730969999999999,2.12839,109.90899999999999,0
27.166999999999998,-20.9613,-12.5306,11.9015,24.4211,0.469865,-2.60279,94.4424,80.6298,22.22300000000001,-43.8671,83.6363,-0.503015,0.26894,100.56200000000001,0
67.6451,13.6193,-53.5167,39.0682,55.2225,0.658775,-1.3216,66.8589,-13.4395,52.8279,-38.7131,54.5106,-0.6609970000000001,1.81991,134.502,0
56.9622,-3.35123,-48.7177,29.3264,48.8328,0.569295,-1.6394799999999998,56.8861,3.35256,48.648999999999994,-29.2927,48.7643,-0.5694239999999999,1.50199,113.848,0
72.8414,-7.20356,-71.1191,14.0019,71.483,0.194646,-1.6717400000000002,68.7573,6.81964,67.2618,-12.5263,67.6066,-0.184238,1.46975,141.53799999999995,0
56.8016,18.2383,-49.1743,21.8096,52.4476,0.404698,-1.21563,58.3807,-18.7354,50.5137,-22.4867,53.8762,-0.406121,1.9259700000000002,115.171,0
60.5907,-37.0699,-44.0104,18.977,57.5421,0.32409,-2.2708,61.5241,37.4623,44.4817,-20.0787,58.1554,-0.338744,0.870851,122.10799999999999,0
64.0251,-23.5885,49.458,33.1164,54.7951,0.572566,2.01583,63.1432,23.2632,-48.7523,-32.6969,54.0182,-0.5733600000000001,-1.12558,127.165,0
67.1617,52.9011,40.0591,10.3645,66.3571,0.155565,0.6481210000000001,67.1499,-52.8903,-40.0534,-10.3651,66.345,-0.155602,-2.49344,134.312,0
127.63,-58.423,35.105,-107.90700000000001,68.1587,-1.24003,2.60053,60.4137,46.2128,-16.2446,-35.3595,48.9848,-0.670471,-0.33802600000000005,119.71,0
57.601000000000006,-22.8223,-52.6126,-5.37715,57.3493,-0.0936245,-1.9800799999999998,57.2379,22.6825,52.2872,5.2651,56.9951,0.0922472,1.16149,114.838,0
51.2389,22.7319,-40.3711,-21.8827,46.3311,-0.4563100000000001,-1.05797,54.4934,-24.0824,42.6636,23.8614,48.9913,0.469602,2.08468,105.68,0
48.6255,4.204280000000002,47.9331,-7.011769999999999,48.1172,-0.14521199999999998,1.4833100000000001,48.7848,-4.22633,-48.0901,7.03055,48.2754,0.145124,-1.65845,97.4102,0
47.6594,-30.4261,-21.8215,-29.487,37.4423,-0.722901,-2.51942,51.6183,32.9637,23.6538,31.9113,40.5723,0.722114,0.622421,99.1987,0
61.6295,-16.6372,-59.2012,4.0757400000000015,61.4945,0.0662296,-1.84476,62.6914,16.9336,60.2252,-4.04809,62.5605,-0.0646617,1.2967,124.316,0
51.9869,-23.4483,-42.486000000000004,18.6478,48.5272,0.375397,-2.0751,52.5737,23.6798,42.9681,-18.8943,49.0611,-0.376182,1.06711,104.559,0
58.9721,-22.943,54.3105,1.2974,58.9577,0.022003799999999997,1.9705,58.372,22.7044,-53.7603,-1.27257,58.3581,-0.0218044,-1.17119,117.34299999999999,0
67.5453,24.0657,-58.9072,22.6527,63.6335,0.34886799999999996,-1.18295,66.7555,-23.7887,58.2317,-22.3484,62.9034,-0.34820300000000004,1.95862,134.299,0
51.4313,-25.2559,-39.6336,-20.8922,46.9966,-0.431072,-2.13814,53.9192,26.344,41.4311,22.2874,49.0973,0.439644,1.00443,105.32,0
50.7597,3.37026,-46.2778,-20.58,46.4004,-0.4301430000000001,-1.4981,50.9828,-3.38202,46.4575,20.7242,46.5804,0.43140500000000004,1.64347,101.742,0
65.5353,-11.1963,-40.6952,-50.1339,42.2073,-1.00814,-1.83928,67.3526,11.5182,41.8496,51.5005,43.4057,1.0073,1.3022200000000002,132.875,0
57.9856,-13.7584,-37.8152,-41.7497,40.2403,-0.9076489999999999,-1.9197400000000002,58.5576,13.8944,38.1851,42.1643,40.6345,0.9077459999999999,1.2218200000000001,116.542,0
49.7184,1.5721399999999999,-49.2766,-6.4229199999999995,49.3016,-0.129912,-1.5389,49.2148,-1.52783,48.7803,6.34335,48.8042,0.12961199999999998,1.6021100000000001,98.9319,0
62.2508,-20.6117,-58.479,5.5235,62.0051,0.08896389999999997,-1.90966,62.3619,20.6306,58.5955,-5.4728,62.1213,-0.08798500000000001,1.23227,124.613,0
61.0758,-55.0249,-19.6055,17.8363,58.4133,0.30079,-2.7993099999999997,59.6546,53.9127,19.2117,-16.8223,57.2335,-0.28984899999999997,0.342319,120.72,0
56.3544,36.2369,-33.9088,-26.6999,49.6278,-0.514942,-0.7522220000000001,56.9704,-36.3996,34.0243,27.623,49.8255,0.529327,2.38991,113.321,0
63.9134,-10.3671,-63.0667,0.17871800000000002,63.9131,0.00279626,-1.7337200000000001,68.2369,10.869000000000002,66.3246,-11.7975,67.2093,-0.174644,1.40836,131.597,0
51.9417,4.02628,-49.9325,13.7283,50.0946,0.270728,-1.49034,52.2884,-4.03723,50.2692,-13.8121,50.431000000000004,-0.270568,1.65094,104.23,0
72.0201,34.9833,-62.0662,-10.5281,71.2464,-0.147238,-1.05754,72.4128,-35.1717,62.4013,10.6128,71.6308,0.147623,2.08405,144.43200000000004,0
57.3486,22.6542,-51.9243,8.916260000000003,56.6511,0.156746,-1.1594,58.6667,-23.1796,53.1222,-9.08297,57.9592,-0.156079,1.9822400000000002,116.008,0
52.2976,-38.9721,-15.2579,-31.3593,41.8524,-0.692573,-2.76843,53.5055,39.8161,15.59,32.1629,42.7594,0.694893,0.373202,105.796,0
55.8155,31.8974,-40.9534,-20.5118,51.9098,-0.385523,-0.9090719999999999,53.5496,-30.6037,39.2675,19.7238,49.7848,0.38648699999999997,2.23283,109.34200000000001,0
50.6671,-46.5157,-19.5062,4.79028,50.4401,0.09482769999999999,-2.74452,50.6566,46.4512,19.4899,-5.34006,50.3743,-0.10580999999999999,0.39726999999999996,101.322,0
50.3339,29.541999999999998,-40.1614,6.9157600000000015,49.8564,0.138272,-0.9365870000000001,50.4244,-29.6008,40.2311,-6.9179999999999975,49.9474,-0.13806600000000002,2.20513,100.758,0
50.298,7.1968,-48.2934,12.075999999999999,48.8267,0.24486799999999997,-1.42286,48.6348,-6.9744100000000016,46.6869,-11.7056,47.205,-0.24550100000000002,1.7190900000000002,98.9188,0
56.0113,33.3052,-45.0312,0.460012,56.0093,0.00821305,-0.933983,57.0572,-33.9164,45.881,-0.349855,57.056000000000004,-0.00613174,2.20737,113.064,0
51.4538,-30.6418,-40.8903,6.04549,51.0973,0.118039,-2.21389,52.2576,31.0901,41.4712,-6.66228,51.8311,-0.128187,0.9275,103.70700000000001,0
63.0134,-25.3558,-57.4093,-5.64999,62.7595,-0.089905,-1.9867,63.9386,25.7483,58.2441,5.7255,63.6816,0.0897875,1.15455,126.949,0
57.1018,25.0668,-51.3017,0.6252939999999999,57.0982,0.010951,-1.1163,56.4084,-24.7696,50.6747,-0.6635270000000001,56.4044,-0.0117635,2.02544,113.508,0
61.2079,0.933847,60.0024,-12.0518,60.0096,-0.199505,1.55523,60.147,-0.9577389999999999,-59.0108,11.5961,59.0185,0.19524,-1.58702,121.35,0
74.2884,-49.8086,-49.0476,-25.1434,69.9039,-0.35234899999999997,-2.36389,72.9624,48.9067,48.1552,24.753,68.6352,0.35325300000000004,0.777656,147.245,0
63.4397,-5.9945,-61.2394,15.44,61.532,0.248365,-1.6683700000000001,64.1815,6.02011,61.9386,-15.7043,62.2304,-0.2497530000000001,1.47391,127.619,0
68.6408,4.08576,-62.3501,-28.4134,62.4839,-0.44036000000000003,-1.50536,69.4733,-4.15265,63.1234,28.7178,63.2599,0.4396640000000001,1.63649,138.112,0
65.8243,-40.5755,-51.7536,2.83027,65.7633,0.043023900000000004,-2.2357099999999996,63.6101,39.2144,50.0095,-2.7417599999999998,63.5509,-0.043129400000000005,0.905801,129.415,0
74.6882,38.0757,-53.7067,-35.2726,65.8344,-0.512981,-0.954084,68.7693,-34.9505,49.238,32.9134,60.3814,0.521176,2.1880900000000003,143.334,0
71.8166,-5.6276800000000025,-68.852,19.6303,69.0816,0.280469,-1.65235,72.2161,5.64811,69.2274,-19.7691,69.4575,-0.280913,1.48939,144.032,0
54.61600000000001,24.7859,-7.45927,-48.0928,25.884,-1.37827,-0.292327,71.2956,-54.0161,35.9098,29.5938,64.8634,0.441741,2.55488,117.676,0
66.018,-4.3455,-62.1885,-21.7272,62.3402,-0.34183,-1.6405599999999998,73.8795,4.94365,69.5909,24.3069,69.7663,0.34171599999999996,1.4998799999999999,139.67600000000002,0
75.1363,1.8065099999999998,-69.6648,-28.0892,69.6882,-0.392884,-1.54487,73.9235,-1.7877900000000002,68.5557,27.5969,68.579,0.39227199999999995,1.59687,149.055,0
47.4434,-46.4456,-3.63769,8.96878,46.5879,0.19134400000000001,-3.06343,61.4902,43.9577,39.858000000000004,16.1272,59.3375,0.268548,0.736524,99.5923,0
130.695,-23.8542,-64.7471,110.99600000000001,69.0015,1.25353,-1.9237900000000001,52.342,15.6246,31.9645,38.3904,35.5789,0.936161,1.11614,100.22,0
65.4866,-8.32362,-47.4824,-44.3242,48.2064,-0.823267,-1.74433,68.3697,8.67274,49.6115,46.2373,50.3638,0.822234,1.39773,133.825,0
65.914,63.4098,-16.074,8.09112,65.4154,0.123375,-0.24826399999999998,64.8886,-62.6353,15.8519,-6.00373,64.6101,-0.0927893,2.89371,130.783,0
50.945,-22.4199,-45.6641,-2.74209,50.871,-0.05387669999999999,-2.0272,50.0849,22.0446,44.8908,2.7084799999999998,50.0115,0.0541308,1.11432,101.02600000000001,0
54.0813,25.794,-41.7546,22.7156,49.0793,0.447726,-1.0174299999999998,54.8994,-26.1734,42.3711,-23.0994,49.8032,-0.448615,2.12414,108.978,0
79.9904,45.9944,19.8072,62.3749,50.0781,1.04481,0.406641,44.8559,-41.3113,-17.4716,0.392356,44.854,0.00874728,-2.74148,107.794,0
53.6459,16.1742,-38.2739,-33.931999999999995,41.5511,-0.745603,-1.17097,57.6068,-17.3101,40.8806,36.7106,44.3945,0.75355,1.97134,111.182,0
72.5678,27.5431,26.9321,-61.4989,38.5222,-1.2471,0.774183,73.7991,-28.0043,-27.3741,62.5516,39.161,1.24755,-2.36757,146.362,0
74.1745,0.205931,-74.0588,4.1354,74.0591,0.05581030000000002,-1.56802,74.0993,-0.20356,73.9873,-4.06597,73.9876,-0.05492709999999999,1.57355,148.274,0
56.4178,30.8446,42.4554,20.7149,52.4771,0.385148,0.942493,57.5938,-31.5042,-43.355,-21.0918,53.5926,-0.38404699999999997,-2.19919,114.006,0
67.6485,7.0360000000000005,-66.1846,12.0994,66.5576,0.180801,-1.46489,68.1259,-7.094760000000001,66.6599,-12.1345,67.0364,-0.180039,1.6768299999999998,135.774,0
62.06100000000001,-4.43008,60.8006,-11.6286,60.9618,-0.189614,1.64353,60.1,4.30903,-58.8785,11.2583,59.036,0.189565,-1.49774,122.145,0
64.7167,-16.2928,-60.8717,14.7451,63.0144,0.231911,-1.8323200000000002,66.1827,16.6518,62.2414,-15.1282,64.4304,-0.23269299999999998,1.30938,130.891,0
48.2081,-30.2243,-22.6165,29.9833,37.7494,0.72819,-2.49919,49.9177,31.272,23.426,-31.0652,39.0732,-0.728799,0.642927,98.1109,0
54.7399,-27.6138,-46.3731,-9.135760000000001,53.9721,-0.16847,-2.1078799999999998,54.5158,27.5482,46.2993,8.332510000000001,53.8751,0.154053,1.03406,109.25299999999999,0
49.299,-3.02688,-46.497,-16.101,46.5954,-0.339017,-1.6358,49.3116,2.9992799999999997,46.4373,16.3157,46.5341,0.343806,1.5063,98.6103,0
53.8157,29.4831,43.9919,9.56965,52.9579,0.179734,0.9803559999999999,54.2462,-29.7226,-44.3495,-9.60872,53.3883,-0.17902,-2.1612400000000003,108.061,0
89.0378,13.366,35.106,80.7257,37.5644,1.50835,1.2070100000000001,37.9189,-11.4527,-25.4269,-25.6933,27.8871,-0.8246379999999999,-1.994,113.98299999999999,0
50.6394,30.3544,-35.6003,19.3796,46.7843,0.403217,-0.864769,50.508,-30.2656,35.5127,-19.3361,46.6601,-0.40337399999999995,2.27659,101.147,0
